"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JOSEF ŠEDIVÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","0%","0%",801
"MGR. JIŘÍ DRDÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","54","0%","100%",802
"MGR. MIROSLAVA KRATOCHVÍLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","100%","100%",803
"DAVID KRATOCHVÍL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","0%",804
"JAN HRUŠKA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","33","0%","0%",805
"JOSEF ČABELA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","0%","0%",806
"FRANTIŠEK DRAXLER, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",807
"BOHUSLAV ŠEDIVÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",808
"PAVEL ČURDA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","52","0%","0%",809
"MARTIN ŠULEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",810
