"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. KAREL DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","39","0%","100%",801
"JAROMÍR BŘEZNA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","38","0%","0%",802
"JIŘÍ KUBÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","0%","0%",803
"MILOSLAV KOUDELA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","63","0%","0%",804
"MILUŠE ROBLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","100%","0%",805
"ANNA BAHENSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","100%","0%",806
"JAN ŽÁK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","29","0%","0%",807
"PETR JAŠEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","0%","0%",808
"JAROMÍR KŘEHLÍK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","64","0%","0%",809
"ING. DUŠAN BURŠÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","0%","100%",810
"ING. PAVEL HORKÝ, PH.D., NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","30","0%","100%",811
"KATEŘINA BARÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","22","100%","0%",812
"MIROSLAV HORKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",813
"ZDENĚK PELÁNEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","37","0%","0%",814
