"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"FRANTIŠEK JAROŠ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","0%","0%",801
"MARTINA VYHNALOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","100%","0%",802
"OLDŘICH HLAVÁČ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","51","0%","0%",803
"JIŘÍ BÁRTA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","49","0%","0%",804
"ROMAN ČERNÍK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","50","0%","100%",805
"RADOSLAV ŠVARC, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","0%","0%",806
"JIŘINA CHOULÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","100%","0%",807
"JIŘÍ NOVÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","0%","0%",808
"HERMAN OPPL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","27","0%","0%",809
"JOSEF RIECKY, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","0%","0%",810
"KAREL CHOULÍK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","51","0%","0%",811
