"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"RADEK ZAMAZAL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","0%","0%",801
"JOSEF CHVÁTAL, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","57","0%","0%",802
"FRANTIŠEK NOVÁK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","41","0%","0%",803
"RADEK BESEDA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","29","0%","0%",804
"MIROSLAV VALEŠ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","48","0%","0%",805
"BOHUSLAV KREJČÍ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","46","0%","0%",806
"JOSEF BESEDA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","58","0%","0%",807
"RENATA KUČEROVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","22","100%","0%",808
"PAVEL DENK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","44","0%","0%",809
"ALENA PYKALOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","63","100%","0%",810
"FRANTIŠEK BESEDA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","56","0%","0%",811
"ŠÁRKA PYKALOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","34","100%","0%",812
"JIŘÍ DOLEŽAL, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","41","0%","0%",813
