"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JIŘÍ BERAN","1/7","1",0,"0","37","0%","0%",801
"PETR VANDLÍČEK","1/7","0",0,"0","37","0%","0%",802
"JINDŘICH MORAVEC","1/7","0",0,"0","34","0%","0%",803
"ZDENĚK HARAMUL","1/7","1",0,"0","57","0%","0%",804
"LADISLAV BERAN","1/7","1",0,"0","58","0%","0%",805
"JAKUB BERAN","1/7","0",0,"0","19","0%","0%",806
"PETRA URBANOVÁ","1/7","0",0,"0","35","100%","0%",807
"ADAM PAVLAS","1/7","1",0,"0","39","0%","0%",808
"PETR ŠKARYD","1/7","1",0,"0","37","0%","0%",809
"ZDENĚK TŮMA","1/7","0",0,"0","60","0%","0%",810
"RADEK TESAŘ","1/7","0",0,"0","39","0%","0%",811
