"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"IVANA JURAČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","38","100%","0%",801
"LIBOR JURAČKA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","41","0%","0%",802
"VÁCLAV ŠEBA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","32","0%","0%",803
"ROMAN BULÍN, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","36","0%","0%",804
"KAREL STIBŮREK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","55","0%","0%",805
"LIBOR STIBŮREK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","45","0%","0%",806
"PAVEL JÁRKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","48","0%","0%",807
"LUDĚK VILT, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","37","0%","0%",808
"JOSEF ČERV, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","46","0%","0%",809
"KAREL VOJTA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","57","0%","0%",810
"SVATOSLAV MUŽÍK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","59","0%","0%",811
"MIROSLAV JAVŮREK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","50","0%","0%",812
"PATRIK ŠULEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","32","0%","0%",813
