"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","9/9","2",2,"5","47,2","44%","11%",1
"MGR. BOHUSLAV ŽILKA","1/9","0",1,"0","37","0%","0%",801
"PETR CHALUPA","1/9","0",1,"0","41","0%","0%",802
"MGR. KAREL HES","1/9","0",1,"0","34","0%","100%",803
"ING. IRENA POULOVÁ","1/9","0",0,"0","29","100%","0%",804
"ING. FRANTIŠEK POLNICKÝ","1/9","0",1,"0","47","0%","0%",805
"ING. ZDENĚK TATÍČEK","1/9","0",1,"0","52","0%","0%",806
"MGR. MARKÉTA ŠIMKOVÁ","1/9","0",1,"0","48","100%","100%",807
"TOMÁŠ ZAVADIL","1/9","0",0,"0","24","0%","0%",808
"OLDŘICH TATÍČEK","1/9","0",1,"0","55","0%","0%",809
"JOSEF ŠIMEK","1/9","0",0,"0","24","0%","0%",810
