"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JIŘÍ RYNDA","1/7","0",0,"0","26","0%","0%",801
"IRENA PETŘÍKOVÁ","1/7","0",1,"0","49","100%","0%",802
"MIROSLAV PIKL","1/7","0",1,"0","49","0%","0%",803
"IVA MATOUŠKOVÁ","1/7","0",0,"0","51","100%","0%",804
"RŮŽENA RAUOVÁ","1/7","0",0,"0","54","100%","0%",805
"JOSEF POLÁNKA","1/7","0",1,"0","42","0%","0%",806
"JAROSLAVA PARKMANOVÁ","1/7","0",0,"0","60","100%","0%",807
"MGR. MIROSLAV KOVÁŘÍK","1/7","0",1,"0","71","0%","100%",808
"JOSEF BAŠTA","1/7","0",1,"0","42","0%","0%",809
"JANA VACKOVÁ","1/7","0",1,"0","51","100%","0%",810
"PETR PROKOP","1/7","0",0,"0","49","0%","0%",811
