"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"STANISLAV KOUSAL","1/7","0",1,"0","55","0%","0%",801
"ALEŠ BÁRTA","1/7","0",1,"0","37","0%","0%",802
"ING. VLADIMÍR KRUTIŠ, PH.D.","1/7","0",1,"0","38","0%","100%",803
"TOMÁŠ DOKULIL","1/7","0",1,"0","38","0%","0%",804
"IVANA TUNKOVÁ","1/7","0",0,"0","49","100%","0%",805
"LIBOR PEKÁREK","1/7","0",1,"0","38","0%","0%",806
"VLADIMÍR BOBEK","1/7","0",1,"0","40","0%","0%",807
"PETR VLK","1/7","0",0,"0","40","0%","0%",808
"MILAN NOVÁK","1/7","0",1,"0","40","0%","0%",809
"PAVEL NOVÁK","1/7","0",1,"0","38","0%","0%",810
