"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MGR. ANTONÍN KLUSÁK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","41","0%","100%",801
"STANISLAV BERKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","36","0%","0%",802
"JAN BĚHAL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","48","0%","0%",803
"ROMAN HAVLÍČEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","36","0%","0%",804
"PETR MELICHAR, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","39","0%","0%",805
"MARTIN NEČAS, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","42","0%","0%",806
"ZDENĚK NEČAS, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","37","0%","0%",807
"JIŘÍ POKORNÝ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","40","0%","0%",808
"KAREL SVOBODA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","38","0%","0%",809
"MARIE SVOBODOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","37","100%","0%",810
"MGR. PETRA SVOBODOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","44","100%","100%",811
"DAGMAR TESAŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","30","100%","0%",812
"ZDENĚK TOMAN, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","29","0%","0%",813
"PAVEL VÁŠA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","42","0%","0%",814
