"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"STANISLAV KOTRČKA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","64","0%","0%",801
"JAN POKORNÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","44","0%","0%",802
"MILAN DRHOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","37","0%","0%",803
"MILOŠ MUSIL, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","50","0%","0%",804
"VLASTISLAV FENCL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","0%","0%",805
"MARTIN POKORNÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","42","0%","0%",806
"PAVEL STROUHAL, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","49","0%","0%",807
"JAROSLAV TÍKAL, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","30","0%","0%",808
"MARTIN ZÍMA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","30","0%","0%",809
"JAROSLAV PRAŽMA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","45","0%","0%",810
"FRANTIŠEK ZÍMA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","56","0%","0%",811
"MARTIN POKORNÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","21","0%","0%",812
