"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"TOMÁŠ JANÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","27","0%","0%",801
"JAKUB ŠUDOMA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","31","0%","0%",802
"ZDENĚK KADLEC, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","47","0%","0%",803
"ANNA ŠKAROUPKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","100%","0%",804
"ROBERT KLINGER, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","50","0%","0%",805
"DITA SLEZÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","100%","0%",806
"FRANTIŠEK ALBL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","52","0%","0%",807
"MIROSLAV ŠTĚPÁNEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","48","0%","0%",808
"IVA POSPÍŠILOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","100%","0%",809
"ZUZANA KNÖTIGOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","100%","0%",810
"LENKA CULÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","100%","0%",811
"ING. JAROSLAV TOMEČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","59","0%","100%",812
"ZDENĚK BÁRTA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","64","0%","0%",813
"JOSEF DUCHÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","67","0%","0%",814
"ING. ANDREA LUŇÁČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","26","100%","100%",815
"ALENA BAUEROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","63","100%","0%",816
"MGR. SIMONA BUBLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","44","100%","100%",817
