"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARTIN ŠOLTIS, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","39","0%","0%",801
"LIBOR SUDOLSKÝ","1/7","0",0,"0","51","0%","0%",802
"JAROSLAV CIGÁNEK","1/7","0",1,"0","44","0%","0%",803
"MIROSLAV HŘÍBEK","1/7","0",0,"0","33","0%","0%",804
"MGR. LUMÍR KRÁL","1/7","0",1,"0","45","0%","100%",805
"JAN VINCKER","1/7","0",1,"0","57","0%","0%",806
"ROMAN KRUSBERSKÝ","1/7","0",1,"0","46","0%","0%",807
"JIŘÍ SCHINZEL","1/7","0",0,"0","52","0%","0%",808
"JANA ZAHLOVÁ","1/7","0",0,"0","32","100%","0%",809
"MIROSLAVA ŠČUDLOVÁ","1/7","0",0,"0","49","100%","0%",810
"ANNA MARETOVÁ","1/7","0",1,"0","57","100%","0%",811
"JAN VINCKER","1/7","0",1,"0","36","0%","0%",812
