"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARIE HORKÁ","1/7","0",0,"0","43","100%","0%",801
"MILAN HLADÍK","1/7","0",1,"0","33","0%","0%",802
"ING. TOMÁŠ BOJANOVSKÝ","1/7","0",0,"0","27","0%","100%",803
"PETR KUDIOVSKÝ","1/7","0",0,"0","21","0%","0%",804
"MARTIN ŠTĚPÁNEK","1/7","0",0,"0","26","0%","0%",805
"JOSEF LOUP ML.","1/7","0",0,"0","43","0%","0%",806
"MIROSLAV HORKÝ ML.","1/7","0",0,"0","22","0%","0%",807
"JITKA CHOCHOLÁČOVÁ","1/7","0",1,"0","65","100%","0%",808
"JIŘÍ KEJDA","1/7","0",1,"0","47","0%","0%",809
"MARTIN MALÁČ","1/7","0",0,"0","27","0%","0%",810
"TOMÁŠ VOJTĚCH","1/7","0",0,"0","22","0%","0%",811
