"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"BC. MIROSLAV ŠKAPA","1/9","0",1,"0","30","0%","0%",801
"PETR DOBIÁŠ","1/9","0",0,"0","32","0%","0%",802
"JIŘÍ KALÁŠEK","1/9","0",1,"0","50","0%","0%",803
"RADEK HUSÁK","1/9","0",0,"0","21","0%","0%",804
"PETR BŘENEK","1/9","0",1,"0","52","0%","0%",805
"VLADIMÍR HEJTMÁNEK","1/9","0",1,"0","51","0%","0%",806
"VLASTIMIL KAKAČ","1/9","0",1,"0","59","0%","0%",807
"BC. ZDEŇKA FORCHTSAMOVÁ","1/9","0",1,"0","44","100%","0%",808
"MUDR. MICHAEL JIRČÍK","1/9","0",0,"0","45","0%","100%",809
"MARTINA JIRČÍKOVÁ","1/9","0",0,"0","45","100%","0%",810
"ŠÁRKA DOSTÁLOVÁ","1/9","0",0,"0","41","100%","0%",811
"ING. PETR ŽÁK","1/9","0",0,"0","27","0%","0%",812
