"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MILOŠ PODROUŽEK","1/9","1",0,"0","31","0%","0%",801
"ING. VLADIMÍR MAKEŠ","1/9","1",0,"0","46","0%","100%",802
"FRANTIŠEK VÍCH","1/9","0",0,"0","27","0%","0%",803
"JAN CHADIMA","1/9","0",0,"0","23","0%","0%",804
"LENKA DVOŘÁKOVÁ","1/9","1",0,"0","39","100%","0%",805
"ZUZANA BUREŠOVÁ","1/9","0",0,"0","22","100%","0%",806
"JIŘÍ BROULÍK","1/9","1",0,"0","33","0%","0%",807
"JAROMÍR RABA","1/9","1",0,"0","56","0%","0%",808
"ING. DANIEL KUČERA","1/9","1",0,"0","41","0%","100%",809
"BOŽENA MIHOVÁ","1/9","1",0,"0","58","100%","0%",810
"MARIE MICHALCOVÁ MIHOVÁ","1/9","0",0,"0","32","100%","0%",811
