"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PETR SOUČEK","1/7","0",0,"0","36","0%","0%",801
"VOJTĚCH PRÁŠEK","1/7","0",0,"0","34","0%","0%",802
"JIŘÍ MATULA","1/7","0",1,"0","46","0%","0%",803
"IMRICH VRANÍK","1/7","0",0,"0","52","0%","0%",804
"RNDR. ARNOŠTKA ŽENČÁKOVÁ","1/7","0",1,"0","50","100%","100%",805
"STANISLAV MATULA","1/7","0",0,"0","39","0%","0%",806
"JIŘINA KAŠPAROVÁ","1/7","0",0,"0","54","100%","0%",807
"OLGA PAVLINCOVÁ","1/7","0",1,"0","38","100%","0%",808
"JAROSLAV MRÁZ","1/7","0",1,"0","34","0%","0%",809
"PETR MUNDUCH","1/7","0",1,"0","38","0%","0%",810
"JIŘÍ MATULA ML.","1/7","0",0,"0","21","0%","0%",811
"LEONA MAŠTEROVÁ","1/7","0",1,"0","39","100%","0%",812
"JAROSLAV VRÁNA","1/7","0",1,"0","60","0%","0%",813
"JOSEF MATULA","1/7","0",1,"0","42","0%","0%",814
"LIBOR MUNDUCH","1/7","0",0,"0","48","0%","0%",815
"MILAN SOUČEK","1/7","0",0,"0","41","0%","0%",816
"MIROSLAVA SVOBODOVÁ","1/7","0",1,"0","65","100%","0%",817
"RADKA NEVOSADOVÁ","1/7","0",0,"0","39","100%","0%",818
"VOJTĚCH KAŠPAR","1/7","0",0,"0","24","0%","0%",819
"STANISLAV JANÍK","1/7","0",0,"0","41","0%","0%",820
"DANA SOUČKOVÁ","1/7","0",0,"0","56","100%","0%",821
"MGR. JAN VALIHRACH","1/7","0",1,"0","39","0%","100%",822
