"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVEL PÝCHA","1/7","0",1,"0","49","0%","0%",801
"ING. JIŘÍ PÝCHA","1/7","0",0,"0","62","0%","100%",802
"JOSEF ZEMEK","1/7","0",1,"0","42","0%","0%",803
"MIROSLAV PÝCHA","1/7","0",1,"0","51","0%","0%",804
"MIROSLAV KUČERA","1/7","0",0,"0","35","0%","0%",805
"MGR. GABRIELA KUČEROVÁ","1/7","0",1,"0","35","100%","100%",806
"VÁCLAV NOVOTNÝ","1/7","0",0,"0","60","0%","0%",807
"DAVID MELICHAR","1/7","0",0,"0","30","0%","0%",808
"ING. DAGMAR MALEČKOVÁ","1/7","0",1,"0","43","100%","100%",809
"JAROSLAV MAREŠ","1/7","0",1,"0","52","0%","0%",810
"PETR HRUBÝ","1/7","0",1,"0","44","0%","0%",811
