"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVEL JERIE, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","48","0%","0%",801
"DAN ŠPIDLEN, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","55","0%","0%",802
"HANA RŮŽIČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","49","100%","0%",803
"JAN ŠPIDLEN, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","28","0%","0%",804
"JOSEF NESVADBA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","58","0%","0%",805
"LUBOŠ WALDMANN, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","55","0%","0%",806
"MARTIN PATOČKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","26","0%","0%",807
"MARTIN ŘÍPA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","50","0%","0%",808
"MONIKA KŘÍŽOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","31","100%","0%",809
"VLADIMÍR ŠTĚPÁNEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","38","0%","0%",810
"VOJTĚCH RŮŽIČKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","54","0%","0%",811
