"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVEL PALÁN","1/7","0",1,"0","46","0%","0%",801
"JOSEF BARTOŠKA","1/7","0",1,"0","44","0%","0%",802
"PETR LAŠTOVIČKA","1/7","0",1,"0","48","0%","0%",803
"LUBOŠ NECHVÁTAL","1/7","0",0,"0","27","0%","0%",804
"LUBOŠ NECHVÁTAL","1/7","0",0,"0","49","0%","0%",805
"FRANTIŠEK BÍNA","1/7","0",0,"0","44","0%","0%",806
"JAROSLAV BÍNA","1/7","0",1,"0","39","0%","0%",807
"JIŘÍ PAPEŽ","1/7","0",1,"0","37","0%","0%",808
"VLADIMÍR DALÍK","1/7","0",1,"0","29","0%","0%",809
"ZBYNĚK PŘÍHONSKÝ","1/7","0",0,"0","35","0%","0%",810
"LUBOŠ DALÍK","1/7","0",0,"0","27","0%","0%",811
"PAVEL JÍRŮ","1/7","0",1,"0","43","0%","100%",812
"JAROSLAV DALÍK","1/7","0",1,"0","29","0%","0%",813
