"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"LIBOR POLANSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",801
"JOSEF KOZÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","0%",802
"VÍT PROCHÁZKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","0%","0%",803
"STANISLAV ROTHBAUER, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","33","0%","0%",804
"JIŘÍ VANĚČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",805
"LUDMILA STROPNICKÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","100%","0%",806
"JOSEF VNUK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","68","0%","0%",807
"JOSEF PANSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",808
"LADISLAV ŠTAMBERA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","0%",809
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ OBCE PASEKY","8/7","0",3,"5","48,6","50%","0%",901
