"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARTIN STANĚK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","41","0%","0%",801
"VÁCLAV SVOBODA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","60","0%","0%",802
"VOJTĚCH SODOMEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","24","0%","0%",803
"PAVEL MENCL, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","41","0%","0%",804
"JOSEF MOTYČKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","34","0%","0%",805
"JAROSLAV KUBELKA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","50","0%","0%",806
"PETR KŘINKA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","39","0%","0%",807
"PAVEL KŘINKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",808
"LENKA JAROLÍMOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","100%","0%",809
"LUKAŠ HYHLÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","0%","0%",810
"MGR. PETR HAMMERLINDL, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","47","0%","100%",811
"JOSEF ŽÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","57","0%","0%",812
"VÁCLAV ZIKÁN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","0%","0%",813
