"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KOŤÁTKOVÁ IVA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","100%","0%",801
"ŠTURMA PAVEL, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","58","0%","0%",802
"NEVYHOŠTĚNÁ RENATA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","100%","0%",803
"MICHALÍČKOVÁ MAGDA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","22","100%","0%",804
"LUKEŠ JAROMÍR, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","51","0%","0%",805
"KOZÁKOVÁ EVA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","100%","0%",806
"ING. KOZÁK EVŽEN, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","51","0%","100%",807
"KOŤÁTKO LADISLAV, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","39","0%","0%",808
"HANZLOVÁ VĚRA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","62","100%","0%",809
"FLANDERKOVÁ PAVLÍNA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","100%","0%",810
"DŘEVIKOVSKÁ LIBUŠE, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","68","100%","0%",811
"ING. KRATOCHVÍLOVÁ JITKA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","52","100%","100%",812
"ŠEFLOVÁ VLADIMÍRA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","57","100%","0%",813
"ŠEVCŮ MILAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","0%","0%",814
"KRATOCHVÍL TOMÁŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","23","0%","0%",815
