"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAROSLAV FIALKA","1/7","0",1,"0","39","0%","0%",801
"JAKUB KLEMENT","1/7","0",0,"0","20","0%","0%",802
"ZLATUŠE PÁTKOVÁ","1/7","0",1,"0","52","100%","0%",803
"MICHALA PÁTKOVÁ, DIS.","1/7","0",1,"0","31","100%","100%",804
"LENKA SVOBODOVÁ","1/7","0",1,"0","44","100%","0%",805
"IVANA FIŠAROVÁ","1/7","0",1,"0","41","100%","0%",806
"ROMAN HRUBÝ","1/7","0",0,"0","29","0%","0%",807
"ZDENĚK NIEDERLE","1/7","0",0,"0","19","0%","0%",808
"JAKUB SVOBODA","1/7","0",0,"0","25","0%","0%",809
"PAVEL KLEMENT","1/7","0",0,"0","45","0%","0%",810
"MILOŠ FIŠAR","1/7","0",1,"0","40","0%","0%",811
"MARTIN KREČMAN","1/7","0",1,"0","39","0%","0%",812
"VĚRA JUHAŇÁKOVÁ","1/7","0",0,"0","29","100%","0%",813
"RUDOLF JUHAŇÁK","1/7","0",1,"0","32","0%","0%",814
"MARIE ČAPKOVÁ","1/7","0",0,"0","66","100%","0%",815
"JOSEF KREČMAN","1/7","0",1,"0","62","0%","0%",816
