"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. JAROSLAV DVOŘÁK","1/7","0",0,"0","60","0%","100%",801
"LIBUŠE DVOŘÁKOVÁ","1/7","0",1,"0","50","100%","0%",802
"VLADIMÍR HLADÍK","1/7","0",0,"0","45","0%","0%",803
"PAVEL KALIŠ","1/7","0",1,"0","68","0%","0%",804
"FRANTIŠEK KREJČÍ","1/7","0",1,"0","54","0%","0%",805
"KVĚTA KREJČOVÁ","1/7","0",1,"0","40","100%","0%",806
"PAVEL MUSIL","1/7","0",1,"0","41","0%","0%",807
"PAVEL PETR","1/7","0",1,"0","45","0%","0%",808
"KAREL PROKOP","1/7","0",0,"0","60","0%","0%",809
"LENKA ZAPLETALOVÁ","1/7","0",1,"0","43","100%","0%",810
