"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"TOMÁŠ FRANKOTA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","27","0%","0%",801
"MGR. PETR KULÍŠEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","0%","100%",802
"LUBOŠ KUNART, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","36","0%","0%",803
"ALENA MATOUŠKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","47","100%","0%",804
"MICHAL NEDVÍDEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","0%","0%",805
"ING. ALEXANDER RABIŇÁK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","63","0%","100%",806
"LENKA SNÍTILÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","48","100%","0%",807
"MICHAL ŠEDA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","25","0%","0%",808
"PAVEL ŠEDA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","49","0%","0%",809
"MILOSLAV VOSTŘEL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",810
"LUDĚK LUŇÁK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","0%","0%",811
