"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VÁCLAV VLK","1/7","0",1,"0","53","0%","0%",801
"ING. JIŘÍ BLAHNA","1/7","0",1,"0","50","0%","100%",802
"VÁCLAV LUNDÁK","1/7","0",1,"0","57","0%","0%",803
"PETRA BOBKOVÁ","1/7","0",1,"0","37","100%","0%",804
"MARTIN PLAVEC","1/7","0",1,"0","45","0%","0%",805
"JIŘÍ POSLUŠNÝ","1/7","0",0,"0","60","0%","0%",806
"JECH JOSEF","1/7","0",1,"0","56","0%","0%",807
"VLADIMÍR TESÁREK","1/7","0",1,"0","48","0%","0%",808
"MARKÉTA PLAVCOVÁ","1/7","0",0,"0","34","100%","0%",809
"PETR RYS","1/7","0",1,"0","41","0%","0%",810
"JOSEF TESÁREK","1/7","0",0,"0","65","0%","0%",811
