"Strana","Počet kandidátů","Průměrný věk","Podíl žen","Akademický titul","Mandát obhajuje","Změna strany","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","7/7","41,3","29%","71%","2",0,1
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ","7/7","41,7","0%","43%","5",0,901
