"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","1/7","1",0,"0","71","0%","0%",1
"MIROSLAV FAIT","1/7","0",1,"0","33","0%","0%",801
"JOSEF MINÁŘ","1/7","0",1,"0","30","0%","100%",802
"ING. MARIE VACKOVÁ","1/7","0",0,"0","32","100%","100%",803
"LUKÁŠ MATĚJKA","1/7","0",0,"0","30","0%","0%",804
"KAMIL PAPOUŠEK","1/7","0",0,"0","27","0%","0%",805
"MIROSLAV RÝZNAR","1/7","0",1,"0","40","0%","0%",806
"MARCELA MACKOVÁ","1/7","0",0,"0","37","100%","0%",807
"HELENA BÍLÁ","1/7","0",1,"0","38","100%","100%",808
"RADEK MINÁŘ","1/7","0",0,"0","33","0%","0%",809
