"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARTIN KADLEC","1/7","0",1,"0","41","0%","0%",801
"ING. PAVEL KRÁL","1/7","0",0,"0","40","0%","100%",802
"LENKA MARKOVÁ","1/7","0",1,"0","49","100%","0%",803
"MARIE PROKEŠOVÁ","1/7","0",0,"0","48","100%","0%",804
"PETR SOBOTKA","1/7","0",1,"0","44","0%","0%",805
"RADEK ŠÍPEK","1/7","0",1,"0","45","0%","0%",806
"JAROSLAV ŠKAPA","1/7","0",1,"0","51","0%","0%",807
"MIROSLAV ŠKAPA","1/7","0",1,"0","43","0%","0%",808
"VÁCLAV ŽÁK","1/7","0",0,"0","35","0%","0%",809
"LADISLAVA KADLECOVÁ","1/7","0",1,"0","44","100%","0%",810
