"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ZDENĚK STRNAD","1/9","0",1,"0","38","0%","0%",801
"ING. LADISLAV DROZDA","1/9","0",0,"0","68","0%","100%",802
"IVO CHLEBOUN","1/9","0",0,"0","63","0%","0%",803
"NEZÁVISLÝ KANDIDÁT BC. IVANA POSPÍŠILOVÁ","1/9","0",0,"0","39","100%","100%",804
"JAROSLAV LÁSKA","1/9","0",1,"0","52","0%","0%",805
"NEZÁVISLÝ KANDIDÁT MIROSLAV ČERNIČKA","1/9","0",1,"0","53","0%","0%",806
"ING. JANA KREJČOVÁ","1/9","0",1,"0","33","100%","100%",807
"LUCIE ŠÍMOVÁ","1/9","0",0,"0","30","100%","0%",808
"ŠABAT LADISLAV","1/9","0",0,"0","66","0%","0%",809
"MGR. LADISLAV BÍLEK","1/9","0",0,"0","43","0%","100%",810
"MUDR KAREL FRANĚK","1/9","0",1,"0","44","0%","100%",811
