"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MILOSLAVA BRACHOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","53","100%","100%",801
"PAVLA FOJTOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","100%","0%",802
"JAROSLAV BRACH, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","56","0%","100%",803
"ALEŠ KNOR, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","34","0%","0%",804
"JOSEF PAVLÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","54","0%","100%",805
"JAROSLAV ŠMERDA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","27","0%","100%",806
"MICHAL VYSKOČIL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","0%","0%",807
"ROMANA HOLCNEROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","100%","0%",808
"ROMAN LEFNER, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",809
"RADEK JANÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","0%","0%",810
"PAVLA KOUTNÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","27","100%","0%",811
"JIŘÍ DVOŘÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","42","0%","0%",812
"JAKUB SVOBODA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","27","0%","0%",813
