"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"NADĚŽDA KRUŽÍKOVÁ","1/7","0",0,"0","52","100%","0%",801
"JIŘÍ DOBROVOLNÝ","1/7","0",0,"0","48","0%","0%",802
"VLASTIMIL DOLEŽAL","1/7","0",0,"0","63","0%","0%",803
"LADISLAV HAJDUK","1/7","0",0,"0","60","0%","0%",804
"MIROSLAV HORKÝ","1/7","0",0,"0","60","0%","0%",805
"MILAN VLACH","1/7","0",1,"0","42","0%","0%",806
"JAROSLAV PACAL ML.","1/7","0",1,"0","38","0%","0%",807
"JAROSLAV PACAL","1/7","0",0,"0","62","0%","0%",808
"STANISLAV ŠOUKAL","1/7","0",0,"0","24","0%","0%",809
"EVA VALÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","33","100%","100%",810
"LUBOŠ ZACHA","1/7","0",0,"0","31","0%","0%",811
"JAN VOCHYÁN","1/7","0",1,"0","50","0%","0%",812
"MARIE NOVÁČKOVÁ","1/7","0",1,"0","50","100%","0%",813
"ZDENĚK JURA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","0%","0%",814
