"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JITKA LANGOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","29","100%","0%",801
"MILENA KOSOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","57","100%","0%",802
"OTO DOHNAL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","60","0%","0%",803
"JAROSLAV KUBÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","60","0%","0%",804
"MILAN PECHEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","0%","0%",805
"PAVLA MAZANCOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","100%","0%",806
"MILAN MAZANEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","0%",807
"MILAN HOUŠKA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","48","0%","0%",808
"RADEK DOHNAL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","0%",809
"PETR ZAHRADNÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","26","0%","0%",810
"MATĚJ HOUŠKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","24","0%","0%",811
