"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAN MUSIL, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","34","0%","0%",801
"JANA BARKMANOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","49","100%","0%",802
"LUBOŠ DLASK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","51","0%","0%",803
"MAREK KUSÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","21","0%","0%",804
"MARTIN DRBOHLAV, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","0%","0%",805
"MARTINA DRBOHLAVOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","41","100%","0%",806
"MICHAL FOREJT, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","20","0%","0%",807
"PATRIK PAŽOUT, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","41","0%","0%",808
"PAVLÍNA ULMANOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","19","100%","0%",809
"STANISLAV HAVLE, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","30","0%","0%",810
"ŠÁRKA SVOBODOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","39","100%","0%",811
"ING. VÁCLAV KERDA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","42","0%","100%",812
"VLADIMÍR KRATOCHVÍL, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","64","0%","0%",813
"VLADISLAV STEJSKAL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","38","0%","0%",814
