"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VÁCLAV ZÍTKO, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","59","0%","0%",801
"ALENA KATZEROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","61","100%","0%",802
"LADISLAV TYLŠ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","60","0%","0%",803
"LUDMILA MATOUŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","100%","0%",804
"MGR. MARKÉTA POLÁČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","27","100%","100%",805
"MICHAL KHANDL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","60","0%","0%",806
"MILENA SKALICKÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","46","100%","0%",807
"MIROSLAVA JEŽKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","100%","0%",808
"ONDŘEJ ČERNÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","0%","0%",809
"PAVEL HENYŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","27","0%","0%",810
"JIŘÍ POLÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","59","0%","0%",811
"JAROSLAV POLÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","0%","0%",812
"MARTIN NOVOTNÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","47","0%","0%",813
"MIROSLAV JEŽEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","65","0%","0%",814
