"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VLASTIMIL FIKEJZ","1/7","1",0,"0","51","0%","0%",801
"KATEŘINA DOLEŽALOVÁ","1/7","0",0,"0","39","100%","0%",802
"JAROSLAV ROZLÍVKA","1/7","1",0,"0","52","0%","0%",803
"LUBOŠ DOLEŽAL","1/7","0",0,"0","55","0%","0%",804
"VLADISLAV DOLEŽAL","1/7","0",0,"0","41","0%","0%",805
"JANA ŠPLÍCHALOVÁ","1/7","1",0,"0","49","100%","0%",806
"MILAN POSPÍŠIL","1/7","1",0,"0","44","0%","0%",807
"JAN JOHANIDES","1/7","0",0,"0","37","0%","0%",808
"RNDR. MILAN MYŠÁK","1/7","0",1,"0","48","0%","100%",809
"HELENA ŠKEŘÍKOVÁ","1/7","0",0,"0","29","100%","0%",810
