"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVLA VÁŇOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","100%","0%",801
"EVA VÁŇOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","61","100%","0%",802
"MICHAL VRBECKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","37","0%","0%",803
"VĚRA PLESLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","100%","0%",804
"JAROMÍR PLESL, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","54","0%","0%",805
"IVO KONFÁL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","52","0%","0%",806
"JAN CHROMEC, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","51","0%","0%",807
"MARCELA DOHNALOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","100%","0%",808
"RICHARD DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","37","0%","0%",809
"HANA BĚLÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","100%","0%",810
