"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VLADIMÍR  M A R E K, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","53","0%","0%",801
"VÁCLAV  I B L, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","40","0%","0%",802
"JAROSLAV HAŠEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","35","0%","0%",803
"BOŽENA BARTOŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","56","100%","0%",804
"JOSEF VECKO, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","60","0%","0%",805
"VÁCLAV PECINKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","62","0%","0%",806
"JIŘINA BARTLOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","49","100%","0%",807
"ING. MILAN VRCHLAVSKÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","65","0%","100%",808
"ING. JINDRA ŠŤASTNÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","48","100%","100%",809
"ING.VÁCLAV JUGL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","32","0%","100%",810
"JAROSLAV PELCMAN, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","0%","0%",811
"JAROSLAVA KUČEROVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","66","100%","0%",812
"JOSEF ROHÁČ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","41","0%","0%",813
"PAVEL PETRUS, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","0%","0%",814
"RUDOLF KREISINGER, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","73","0%","0%",815
"LADISLAV ZOF, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","60","0%","0%",816
"VLADIMÍR V E R N E R, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","40","0%","0%",817
