"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JOSEF KVASNIČKA","1/7","0",0,"0","62","0%","0%",801
"MARTA FLESAROVÁ","1/7","0",1,"0","43","100%","0%",802
"VÁCLAV HLADÍK","1/7","0",0,"0","61","0%","0%",803
"MARIE KASALOVÁ","1/7","0",0,"0","60","100%","0%",804
"BC. KATEŘINA SLÁMOVÁ","1/7","0",0,"0","26","100%","100%",805
"RADEK VENCÁLEK","1/7","0",1,"0","30","0%","0%",806
"JIŘÍ VEČEŘA","1/7","0",1,"0","59","0%","0%",807
"LADISLAV VEČEŘA","1/7","0",1,"0","63","0%","0%",808
"MVDR. MILAN KUJAL","1/7","0",1,"0","58","0%","100%",809
"ROMAN ŠIKL","1/7","0",1,"0","45","0%","0%",810
