"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAROSLAV DOSTÁL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","54","0%","0%",801
"OTAKAR MICHÁLEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","63","0%","0%",802
"IVETA PRCHLÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","47","100%","0%",803
"RADEK ŠTANCL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","0%","0%",804
"JIŘÍ HOUŽVIČKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","0%","0%",805
"PETR TOMÁŠ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","0%","0%",806
"LADISLAV ČELIŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","0%","0%",807
"ROMAN KRČMAŘÍK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","0%","0%",808
"EVA MIKASOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","100%","0%",809
"STANISLAVA VESELÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","100%","0%",810
