"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARTINA KRAIBICHOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","100%","0%",801
"LUCIE KŘIVSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","35","100%","0%",802
"BC. HELENA DAVIDOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","35","100%","100%",803
"LUDĚK FIKAR, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","29","0%","0%",804
"KAREL BŘEZINA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","63","0%","0%",805
"IVETA GRUNDOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","46","100%","0%",806
"ONDŘEJ ČAPEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","39","0%","0%",807
"JOSEF KOŠŤÁL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","58","0%","0%",808
"ING. LUDMILA PACLÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","50","100%","100%",809
"JIŘÍ DAVID, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","39","0%","0%",810
"ZDENĚK BŘEZINA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","45","0%","0%",811
"RADEK KŘIVSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","38","0%","0%",812
"PŘEMYSL ČAPEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","36","0%","0%",813
