"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PETRA ČERVINKOVÁ, DIS.","1/9","0",0,"0","31","100%","100%",801
"JIŘÍ SOUKUP","1/9","0",1,"0","39","0%","0%",802
"JAN KRAMPERA","1/9","0",0,"0","35","0%","0%",803
"RICHARD MLEJNEK","1/9","0",1,"0","29","0%","0%",804
"KAREL KODET","1/9","0",0,"0","31","0%","0%",805
"PAVLÍNA ROUSKOVÁ","1/9","0",0,"0","29","100%","0%",806
"PAVEL CHUDÁREK","1/9","0",1,"0","41","0%","0%",807
"BLANKA GROŠOVÁ","1/9","0",0,"0","36","100%","0%",808
"PETR HOŘOVSKÝ","1/9","0",0,"0","37","0%","0%",809
"DAVID KRAMEŠ","1/9","0",0,"0","43","0%","0%",810
"HANA ŠVAGROVÁ","1/9","0",1,"0","41","100%","0%",811
