"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MGR. MARIE DUFKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","42","100%","100%",801
"MGR. PAVLÍNA FESTOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","36","100%","100%",802
"HANA KŇOURKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","48","100%","0%",803
"MILAN MENCL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","58","0%","0%",804
"PETRA HADINCOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","45","100%","0%",805
"PETR JALOVÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",806
"MILOŠ NOSEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","0%","0%",807
"MILOŠ JENČOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",808
"MILOŠ KŇOUREK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","0%","0%",809
"JAROSLAV VONDROUŠ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","31","0%","0%",810
"VLADIMÍR KNĚŽOUREK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","47","0%","0%",811
"LADISLAV PÍSECKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","0%","0%",812
