"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JANA POKORNÁ","1/7","0",0,"0","54","100%","0%",801
"VÁCLAV ŠALANDA","1/7","0",0,"0","27","0%","0%",802
"ING. VLADIMÍR DREXLER","1/7","0",1,"0","48","0%","100%",803
"ADÉLA BARTOŇOVÁ","1/7","0",0,"0","28","100%","0%",804
"PAVEL BARTOŇ","1/7","0",0,"0","26","0%","0%",805
"MILOŠ SVOBODA","1/7","0",0,"0","60","0%","0%",806
"MIROSLAV DVOŘÁK","1/7","0",1,"0","46","0%","0%",807
"ZUZANA DVOŘÁKOVÁ","1/7","0",0,"0","35","100%","0%",808
"RADEK KOUDELKA","1/7","0",1,"0","45","0%","0%",809
"KAREL JEŽEK","1/7","0",0,"0","40","0%","0%",810
"LUBOR ŠTĚPÁN","1/7","0",0,"0","31","0%","0%",811
"ŽANETA ŠTĚPÁNOVÁ","1/7","0",0,"0","33","100%","0%",812
"MARIE MAŘÍKOVÁ","1/7","0",1,"0","48","100%","0%",813
"ING. HELENA SVOBODOVÁ","1/7","0",1,"0","56","100%","100%",814
