"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"RADEK BAČINA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",801
"MVDR. JIŘÍ DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","62","0%","100%",802
"MIROSLAV HAVELKA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","41","0%","0%",803
"ALENA ŠTROSOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","48","100%","0%",804
"ING. JIŘÍ ŠTURMA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","0%","100%",805
"KATEŘINA WINTEROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","48","100%","0%",806
"ELIŠKA ŠTROSOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","21","100%","0%",807
"IVAN BAČINA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","67","0%","0%",808
"LADISLAV JÍRA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","43","0%","0%",809
"JAN KROUPA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","38","0%","0%",810
"ING. MARKÉTA SVÁROVSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","100%","100%",811
