"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. LADISLAV REGENT","1/9","0",1,"0","55","0%","100%",801
"ING. LADISLAV RAK","1/9","0",1,"0","38","0%","100%",802
"ING. BOHDAN KALINA","1/9","0",1,"0","44","0%","100%",803
"PAVEL KALINA","1/9","0",1,"0","44","0%","0%",804
"ING. JIŘÍ LIBRA","1/9","0",1,"0","55","0%","100%",805
"PETR HORYCH","1/9","0",1,"0","38","0%","0%",806
"KAMIL MRKOS","1/9","0",1,"0","39","0%","0%",807
"ROMAN JUN","1/9","0",1,"0","38","0%","0%",808
"TOMÁŠ BURIAN","1/9","0",0,"0","35","0%","0%",809
"PETR CHUDÁČEK","1/9","0",0,"0","69","0%","0%",810
"JIŘÍ KOCANDA","1/9","0",1,"0","36","0%","0%",811
"EVA MRKOSOVÁ","1/9","0",0,"0","35","100%","0%",812
