"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MILAN VALŮŠEK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","32","0%","100%",801
"EVA SOCHOROVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","53","100%","0%",802
"VOJTĚCH ZUBÍČEK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","35","0%","100%",803
"MIRIAM VALCHÁŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","39","100%","100%",804
"JAN MARTINEK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","43","0%","100%",805
"MIROSLAV KOBÉDA, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","41","0%","0%",806
"ZDENĚK MIKŠÍK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","43","0%","0%",807
"JAROSLAV ZUBÍČEK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","59","0%","0%",808
"ŠÁRKA MUCHOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","44","100%","100%",809
"PETR ADÁMEK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","42","0%","0%",810
"MARIE HOŘANSKÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","55","100%","0%",811
"BOHUMILA KUZNÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","55","100%","0%",812
"RADMILA VRAJOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","33","100%","0%",813
"JIŘÍ STEHNO, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","52","0%","100%",814
"LADA KUTĚJOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","24","100%","100%",815
"MICHAELA BLAŽKOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","38","100%","0%",816
"LADISLAV MIČKAL, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","31","0%","100%",817
