"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVEL ŠVEC, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","54","0%","0%",801
"ING. LUCIE BOJANOVSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","38","100%","100%",802
"JAN BOJANOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","46","0%","0%",803
"JANA FŇUKALOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","19","100%","0%",804
"LUBOMÍR HOLÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","48","0%","0%",805
"PETR OTMAR POSPÍŠIL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","0%","0%",806
"MGR. RENATA PRACHAŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","100%","100%",807
"PAVEL HARVÁNEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","0%","0%",808
"ING. RADOSLAV NOVOTNÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","26","0%","100%",809
"JANA PETRUCHOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","100%","0%",810
"MGR. JANA SOUČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","34","100%","100%",811
"JAKUB BROŽA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","22","0%","0%",812
"PETR PECINA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","30","0%","0%",813
"PAVEL CHOVAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","20","0%","0%",814
"LIBOR BROŽA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","61","0%","0%",815
"ING. JOSEF DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","34","0%","100%",816
"BLAHOSLAV DUFEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","45","0%","0%",817
