"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","1/9","0",0,"0","32","100%","0%",1
"ANNA CHALOUPKOVÁ","1/9","1",0,"0","56","100%","0%",801
"MGR. DAGMAR FROLCOVÁ","1/9","0",1,"0","37","100%","100%",802
"ALEŠ KONÍČEK","1/9","1",0,"0","49","0%","0%",803
"DANA STAŇKOVÁ","1/9","0",0,"0","38","100%","0%",804
"VLADIMÍR NOVÁK","1/9","1",0,"0","50","0%","0%",805
"ALEŠ MALÝ","1/9","0",1,"0","32","0%","0%",806
"JIŘINA ZELNÍČKOVÁ","1/9","0",0,"0","67","100%","0%",807
"KVĚTOSLAVA ADAMOVÁ","1/9","1",0,"0","62","100%","0%",808
"PAVEL JAŠEK","1/9","1",0,"0","28","0%","0%",809
"ROMAN BUREŠ","1/9","0",0,"0","39","0%","0%",810
"TOMÁŠ KRYSTÝNEK","1/9","0",0,"0","40","0%","0%",811
"DAVID HORKÝ","1/9","1",0,"0","39","0%","0%",812
"DANA PRUŠKOVÁ","1/9","0",0,"0","34","100%","0%",813
