"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. ŠTĚPÁNKA KOLCOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","43","100%","100%",801
"TOMÁŠ ZACHOVAL, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","41","0%","0%",802
"ROSTISLAV NĚMEC, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","53","0%","0%",803
"JIŘÍ MĚSÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","36","0%","0%",804
"ZDEŇKA KUNČÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","48","100%","0%",805
"EVA LÁNSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","62","100%","0%",806
"JIŘÍ KUNČÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","51","0%","0%",807
"MILOŠ HUŠEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",808
"ING. RADEK SMOLÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","0%","100%",809
"ALEŠ HLAWATSCHKE, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","32","0%","0%",810
"TOMÁŠ HENYCH, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","0%",811
