"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"TOMÁŠ JIROŠ, NEZÁVISLÝ KANDIDÁT","1/11","0",0,"0","30","0%","0%",801
"ROMAN KNOBLOCH, NEZÁVISLÝ KANDIDÁT","1/11","0",1,"0","49","0%","0%",802
"PETRA BARTKO, NEZÁVISLÝ KANDIDÁT","1/11","0",0,"0","31","0%","0%",803
"MIROSLAV BOČOK, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","51","0%","0%",804
"LUKÁŠ VESELÝ, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","38","0%","0%",805
"LUKÁŠ STEJSKAL, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","35","0%","0%",806
"LIBOR PREISLER, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","51","0%","0%",807
"JAROSLAV VINŠ, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","62","0%","0%",808
"JAN MACOUN, NEZÁVISLÝ KANDIDÁT","1/11","0",0,"0","25","0%","0%",809
"JANA KADEČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","58","100%","0%",810
"ING. JIŘÍ BROŽ, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","42","0%","100%",811
"BOHUMIL BRADÁČ, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","58","0%","0%",812
