"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MILOSLAV KAZDA","1/7","0",1,"0","46","0%","0%",801
"JAROSLAV BURIAN","1/7","0",1,"0","44","0%","0%",802
"JIŘÍ DENEMAREK","1/7","0",1,"0","40","0%","0%",803
"LUBOŠ KŘIVÁNEK","1/7","0",1,"0","41","0%","0%",804
"MAREK DOLEŽAL","1/7","0",0,"0","24","0%","0%",805
"ING. VÁCLAV DOLEŽAL","1/7","0",1,"0","31","0%","100%",806
"ONDŘEJ KAZDA","1/7","0",1,"0","26","0%","0%",807
"JAROSLAV PATA","1/7","0",0,"0","37","0%","0%",808
"FRANTIŠEK STROHMER","1/7","0",1,"0","43","0%","0%",809
"LIBOR KAZDA","1/7","0",1,"0","40","0%","0%",810
