"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JINDŘICH KRAFT, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","21","0%","0%",801
"PAVEL DRUGA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","32","0%","0%",802
"ING. MARIE VESELÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","100%","100%",803
"JIŘÍ STROPNICKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","25","0%","0%",804
"MARKÉTA KRATOCHVÍLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","42","100%","0%",805
"KAREL SÁDLO, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","61","0%","0%",806
"ANNA ŠTRÁCHALOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","29","100%","0%",807
"PETR BLAŽEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","0%","0%",808
"VOJTĚCH SÁDLO, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","31","0%","0%",809
"JAROSLAV KOHOUT, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","52","0%","0%",810
"VLADISLAV KUNC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","29","0%","0%",811
"BOHUMIL KVÍTEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","70","0%","0%",812
