"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"FRANTIŠEK SEDLÁČEK","1/7","0",0,"0","44","0%","0%",801
"VOJTĚCH PIVEC","1/7","0",0,"0","22","0%","0%",802
"ŠÁRKA PIVCOVÁ","1/7","0",1,"0","47","100%","0%",803
"JINDŘICH PIVEC","1/7","0",0,"0","44","0%","0%",804
"BC. MARTIN MACOUN","1/7","0",1,"0","35","0%","100%",805
"JAKUB JENÍK","1/7","0",0,"0","32","0%","0%",806
"ING. IRENA JENÍKOVÁ","1/7","0",0,"0","58","100%","100%",807
"JOSEF BÁRTA","1/7","0",1,"0","69","0%","0%",808
"HANA SYŘIŠŤOVÁ","1/7","0",1,"0","65","100%","0%",809
"LIBOR SUCHÁNEK","1/7","0",1,"0","26","0%","0%",810
"LUBOR SKOŘEPA","1/7","0",1,"0","36","0%","0%",811
"MONIKA SEDLÁČKOVÁ","1/7","0",1,"0","41","100%","0%",812
