"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MICHAL N O S E K, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","25","0%","0%",801
"MILAN J A N A T A, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","28","0%","0%",802
"LUBOŠ K U Č E R A, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","41","0%","0%",803
"ZDENĚK P E T Ř I N A, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",804
"ALENA F A R S KÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","54","100%","0%",805
"VÁCLAV D O B R Ý, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","59","0%","0%",806
"JANA F R A N C O V Á, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","100%","0%",807
"JAN P A CH O L Í K, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","0%","0%",808
"ZDEŇKA P A CH O L Í K O V Á, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","60","100%","0%",809
"JIŘÍ H L O U Š E K, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","34","0%","0%",810
"KAREL M A L Í K, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","45","0%","0%",811
