"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARTIN LANG, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","0%","0%",801
"JAN ČÁP, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","34","0%","0%",802
"DAVID ŽÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","0%",803
"ING. LUKÁŠ FEIT, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","0%","100%",804
"MARTIN BATISTA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",805
"BC. JITKA ŠAFANDOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","42","100%","100%",806
"MILOSLAV MAN, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","32","0%","0%",807
"MGR. MARTINA LACKOVIČOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","32","100%","100%",808
"STANISLAV KUŽEL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","0%","0%",809
"MICHAL KREJCAR, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","0%",810
