"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MUDR. JAN TOMAN, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","32","0%","100%",801
"VÁCLAV FRK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","48","0%","0%",802
"BC. BLAŽENA KUTOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","45","100%","100%",803
"MARIE HODINOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","64","100%","0%",804
"ING. KAREL SCHNEIDER, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","64","0%","100%",805
"IVAN MÜLLER, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","53","0%","0%",806
"MILAN SCHWARZ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","0%","0%",807
"JIŘÍ FRK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","43","0%","0%",808
"IVO MÜLLER, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","23","0%","0%",809
"JAROSLAV NOVOTNÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","54","0%","0%",810
"MIROSLAV KOUBA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","54","0%","0%",811
"ANNA KUČEROVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","56","100%","0%",812
"MILAN TURINEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","40","0%","0%",813
"VĚRA TOMÁŠKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","63","100%","0%",814
