"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"BC. LUCIE KOPECKÁ","1/7","0",1,"0","39","100%","100%",801
"MICHAL GÁBEL, DIS.","1/7","0",1,"0","34","0%","100%",802
"VLADISLAVA HABÁNOVÁ","1/7","0",1,"0","43","100%","0%",803
"IVETA SMEJKALOVÁ","1/7","0",1,"0","33","100%","0%",804
"MILAN LINHART","1/7","0",1,"0","47","0%","0%",805
"JOSEF KRTIČKA","1/7","0",0,"0","36","0%","0%",806
"JOSEF KRUPIČKA","1/7","0",1,"0","54","0%","0%",807
"BC.LUDMILA LEHETOVÁ","1/7","0",1,"0","34","100%","100%",808
"IVETA BUDÍČKOVÁ","1/7","0",0,"0","37","100%","0%",809
"VLADIMÍR KUBELKA","1/7","0",0,"0","41","0%","0%",810
"BOŽENA VÍTKOVÁ","1/7","0",1,"0","52","100%","0%",811
"ZDENKA ĎUCHOVÁ","1/7","0",0,"0","59","100%","0%",812
"PETR MAREK","1/7","0",0,"0","41","0%","0%",813
"MILOSLAVA NĚMCOVÁ,","1/7","0",0,"0","50","100%","0%",814
"MGR. MARTA RADLOVÁ","1/7","0",1,"0","54","100%","100%",815
