"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VLASTIMIL VLČEK, DIS. NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","36","0%","100%",801
"JITKA VÍTKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","64","100%","0%",802
"JIŘÍ ŘEZNÍČEK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","71","0%","0%",803
"PETR MAREL, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","46","0%","0%",804
"JIŘÍ RUBÁČEK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","61","0%","0%",805
"ZDENĚK BERNARD, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","53","0%","0%",806
"JOSEF VÍT, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","40","0%","0%",807
"JIŘÍ VACH, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","41","0%","0%",808
"JOSEF KADANÍK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","68","0%","0%",809
"KAREL JANSA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","46","0%","0%",810
"LUBOŠ MATĚNA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","46","0%","0%",811
"TOMÁŠ PŘIBYL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","34","0%","0%",812
