"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MIROSLAV ŠERÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","0%","0%",801
"KAREL CHUDOBA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","63","0%","0%",802
"STANISLAV PEŠOUT, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",803
"PETR JIROVSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","0%","0%",804
"JINDŘICH SLAVÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","54","0%","0%",805
"LADISLAV FLEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","56","0%","0%",806
"ALENA VORLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","57","100%","0%",807
"PAVEL JELÍNEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","0%","0%",808
"PETR POLESNÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","0%","0%",809
"JOSEF KELTNER, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","0%","0%",810
"ROBERT VČELÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","0%","0%",811
"VLASTA DOUDOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","53","100%","0%",812
"LENKA MAXOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","100%","0%",813
"PETR KLOFÁČ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","45","0%","0%",814
"FRANTIŠEK CENDELÍN, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","56","0%","0%",815
