"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"LADISLAV DOLEŽAL","1/7","0",0,"0","36","0%","0%",801
"KAREL MAŠEK","1/7","0",0,"0","68","0%","0%",802
"PAVEL MRÁZ","1/7","0",0,"0","45","0%","0%",803
"LUBOŠ PEKÁREK","1/7","0",0,"0","36","0%","0%",804
"VRATISLAV LIŠKA","1/7","0",0,"0","52","0%","0%",805
"PETR HLINKA","1/7","0",0,"0","32","0%","0%",806
"JAROSLAV PŘEVRÁTIL","1/7","0",0,"0","19","0%","0%",807
"VIKTORA MIROSLAV ML.","1/7","0",1,"0","37","0%","0%",808
"VIKTORA MIROSLAV ST.","1/7","0",0,"0","60","0%","0%",809
"KRIŠTOFOVIČ JIŘÍ","1/7","0",0,"0","51","0%","0%",810
"ZEMĚDĚLCI A OCHRÁNCI KRAJINY","3/7","0",0,"0","52,3","0%","0%",901
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ - HUDČICE","3/7","0",1,"2","63,3","0%","0%",902
