"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"TOP 09","1/7","0",0,"0","65","0%","100%",721
"LUCIE ERMISOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","100%","0%",801
"EMIL MAŠANKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","48","0%","0%",802
"VILÉM VOLF, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","68","0%","0%",803
"OTOKAR MALKUS, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","69","0%","0%",804
"JOSEF POBŘÍSLO, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","52","0%","0%",805
"JANA POBŘÍSLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","45","100%","0%",806
"MILAN KYRIAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","34","0%","0%",807
"JAROSLAV BAKUS, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","67","0%","0%",808
"EVA VOLFOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","67","100%","0%",809
"JOSEF KUCHEJDA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","0%","0%",810
"RENATA DRÁBOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","46","100%","0%",811
"JOSEF KOVANDA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","66","0%","0%",812
