"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MONIKA JUREČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","26","100%","0%",801
"JANA PECHÁČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","100%","0%",802
"ING. LUBOMÍR ZÁMORSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","41","0%","100%",803
"PAVEL FOJTÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",804
"ING. LADISLAVA ZÁMORSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","100%","100%",805
"ANTONÍN ČERNÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","0%","0%",806
"PAVEL ZMEŠKAL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","0%","0%",807
"ING. JAN LANKAŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","46","0%","100%",808
"ANDREA BLAŤÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","21","100%","0%",809
"JOSEF JANČÍK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","46","0%","0%",810
"PETR SLOŽIL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","54","0%","0%",811
"MONIKA BARTÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","21","100%","0%",812
"ONDŘEJ GAJDOŠÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",813
"LIBOR ŽILKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",814
